gene_symbol,gene_name,regulation,entrez_id,p_value,BH_adjusted_p_value,bonferroni_p_value,probe_id,X,probe_name,is_reannotated,chromosome
GRID2,glutamate ionotropic receptor delta type subunit 2,Up,2895,0.08179209895913894,0.3236136226696236,1,1056185,39180,A_32_P229221,FALSE,chr4
TMEM70,transmembrane protein 70,Up,54968,0.08185415229204153,0.32371609512732163,1,1021003,8460,A_23_P253963,FALSE,chr8
PTP4A1,protein tyrosine phosphatase 4A1,Up,7803,0.08194730388933097,0.32371609512732163,1,1050106,34346,A_24_P294832,FALSE,chr6
FSTL1,follistatin like 1,Down,11167,0.08194730388933097,0.32371609512732163,1,1046522,31149,A_23_P212696,FALSE,chr3
NRARP,NOTCH regulated ankyrin repeat protein,Down,441478,0.08194730388933097,0.32371609512732163,1,1031036,17028,CUST_939_PI416379584,FALSE,chr9
BCAS3,BCAS3 microtubule associated cell migration factor,Up,54828,0.08213386503113951,0.3243251279265895,1,1011637,988,A_23_P153070,FALSE,chr17
EGR1,early growth response 1,Down,1958,0.08225843036811367,0.32467908442364085,1,1057341,40125,A_23_P214080,FALSE,chr5
EBNA1BP2,EBNA1 binding protein 2,Up,10969,0.08232077045652328,0.32467908442364085,1,1046744,31353,A_23_P103631,FALSE,chr1
NUP50,nucleoporin 50,Down,10762,0.08232077045652328,0.32467908442364085,1,1025882,12550,A_23_P211627,FALSE,chr22
RAP2C,"RAP2C, member of RAS oncogene family",Down,57826,0.08238314884585564,0.3247971860403143,1,1040380,25577,A_23_P147826,FALSE,chrX
CLDN5,claudin 5,Up,7122,0.08247678827849589,0.3249010120143193,1,1010473,154,A_23_P6321,FALSE,chr22
GIMAP4,"GTPase, IMAP family member 4",Up,55303,0.08250802059021259,0.3249010120143193,1,1042017,27052,A_24_P209455,FALSE,chr7
NEIL1,nei like DNA glycosylase 1,Down,79661,0.08250802059021259,0.3249010120143193,1,1039114,24419,A_23_P129157,FALSE,chr15
GSTA4,glutathione S-transferase alpha 4,Up,2941,0.08253926248895829,0.3249010120143193,1,1055889,39070,A_23_P110941,FALSE,chr6
MINAR1,membrane integral NOTCH2 associated receptor 1,Up,23251,0.0826017750554021,0.3250146582523602,1,1028177,14556,CUST_411_PI416408490,FALSE,chr15
AGBL4,ATP/GTP binding protein like 4,Down,84871,0.08263304572703306,0.3250146582523602,1,1037302,22727,CUST_1256_PI416379584,FALSE,chr1
SCN9A,sodium voltage-gated channel alpha subunit 9,Up,6335,0.08269561585694513,0.32513305739750625,1,1051791,35709,A_23_P112726,FALSE,chr2
CCM2,CCM2 scaffold protein,Up,83605,0.0829776568106269,0.325985976971996,1,1029385,15565,CUST_14344_PI416261804,FALSE,chr7
ARL6,ADP ribosylation factor like GTPase 6,Down,84100,0.0829776568106269,0.325985976971996,1,1027096,13569,CUST_14628_PI416261804,FALSE,chr3
PRRT3,proline rich transmembrane protein 3,Down,285368,0.08313468271595577,0.3264747893010122,1,1032327,18194,A_23_P80626,FALSE,chr3
HSPBAP1,HSPB1 associated protein 1,Down,79663,0.08322901375971103,0.32671254455422577,1,1039112,24417,A_23_P250118,FALSE,chr3
TRIOBP,TRIO and F-actin binding protein,Up,11078,0.08326047670285441,0.32671254455422577,1,1022200,9414,A_23_P17855,FALSE,chr22
FANCB,FA complementation group B,Down,2187,0.08338642483732481,0.32680093232389856,1,1023990,10904,A_23_P356021,FALSE,chrX
ASIC4,acid sensing ion channel subunit family member 4,Down,55515,0.08338642483732481,0.32680093232389856,1,1023404,10393,A_24_P405375,FALSE,chr2
ARHGAP4,Rho GTPase activating protein 4,Up,393,0.08338642483732481,0.32680093232389856,1,1059079,41620,A_23_P159927,FALSE,chrX
FLII,FLII actin remodeling protein,Up,2314,0.08348098717322976,0.32680093232389856,1,1056933,39772,A_23_P4425,FALSE,chr17_KV766198v1_alt
GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,Up,117248,0.08348098717322976,0.32680093232389856,1,1035963,21490,A_23_P212119,FALSE,chr3
AMN1,antagonist of mitotic exit network 1 homolog,Up,196394,0.08348098717322976,0.32680093232389856,1,1013373,2349,CUST_8242_PI416261804,FALSE,chr12
SNAI1,snail family transcriptional repressor 1,Down,6615,0.08354407696716401,0.32680093232389856,1,1051289,35363,A_23_P131846,FALSE,chr20
FAM13C,family with sequence similarity 13 member C,Down,220965,0.08354407696716401,0.32680093232389856,1,1025237,11987,CUST_9572_PI416261804,FALSE,chr10
EME1,essential meiotic structure-specific endonuclease 1,Down,146956,0.0836072053687832,0.326907773609933,1,1034647,20282,A_23_P368225,FALSE,chr17
NRGN,neurogranin,Up,4900,0.08367037239381875,0.326907773609933,1,1016922,5157,A_23_P116264,FALSE,chr11
SUSD5,sushi domain containing 5,Down,26032,0.08367037239381875,0.326907773609933,1,1018054,6049,A_24_P238131,FALSE,chr3
DIABLO,diablo IAP-binding mitochondrial protein,Up,56616,0.08370197039503378,0.326907773609933,1,1017325,5482,A_23_P47800,FALSE,chr12
PUM1,pumilio RNA binding family member 1,Up,9698,0.08386010536673834,0.32739364705333296,1,1048255,32704,A_23_P10815,FALSE,chr1
JDP2,Jun dimerization protein 2,Down,122953,0.08389176136797008,0.32739364705333296,1,1020121,7699,A_23_P117582,FALSE,chr14
SYT10,synaptotagmin 10,Up,341359,0.08395510239305572,0.32751320427115693,1,1031929,17832,A_23_P13866,FALSE,chr12
ENC1,ectodermal-neural cortex 1,Up,8507,0.08408190058877478,0.32787222292520546,1,1049631,33918,A_23_P213424,FALSE,chr5
FSTL5,follistatin like 5,Up,56884,0.08411362434616435,0.32787222292520546,1,1016130,4575,A_24_P251734,FALSE,chr4
RGS4,regulator of G protein signaling 4,Up,5999,0.08414535779087058,0.32787222292520546,1,1014395,3201,A_23_P200737,FALSE,chr1
VPS33B,VPS33B late endosome and lysosome associated,Up,26276,0.08427238848218971,0.32811185779962976,1,1044894,29654,A_23_P48964,FALSE,chr15
VPS41,VPS41 subunit of HOPS complex,Down,27072,0.08427238848218971,0.32811185779962976,1,1028191,14570,A_23_P215318,FALSE,chr7
SYT1,synaptotagmin 1,Up,6857,0.08433596200287487,0.32823176194978193,1,1020478,8009,CUST_631_PI416408490,FALSE,chr12
PPP1R13B,protein phosphatase 1 regulatory subunit 13B,Up,23368,0.08439957432788485,0.3283517239003259,1,1045786,30469,CUST_5395_PI416261804,FALSE,chr14
IDH3G,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,Up,3421,0.08459064428616962,0.32896726675017574,1,1027171,13634,A_23_P34115,FALSE,chrX
GMFB,glia maturation factor beta,Up,2764,0.08465441198578431,0.32908745404722206,1,1056369,39347,A_24_P172768,FALSE,chr14
KLHL22,kelch like family member 22,Up,84861,0.08471821856837605,0.32920769916325876,1,1037318,22742,A_23_P143580,FALSE,chr22
TMEM132A,transmembrane protein 132A,Up,54972,0.08481400138225503,0.32943048742392683,1,1042441,45496,A_23_P24716,FALSE,chr11
ZNF33A,zinc finger protein 33A,Down,7581,0.08484594844541064,0.32943048742392683,1,1050242,34471,A_24_P212129,FALSE,chr10
OSBPL1A,oxysterol binding protein like 1A,Down,114876,0.0849098717713133,0.32943048742392683,1,1036213,21716,A_23_P10442,FALSE,chr18
ELK3,ETS transcription factor ELK3,Up,2004,0.0849738340431124,0.32943048742392683,1,1060512,42174,A_24_P133171,TRUE,chr12
OBI1,ORC ubiquitin ligase 1,Down,79596,0.08500582978863859,0.32943048742392683,1,1039190,24493,A_23_P25638,FALSE,chr13
PPIL2,peptidylprolyl isomerase like 2,Down,23759,0.08500582978863859,0.32943048742392683,1,1030920,16922,A_23_P432512,FALSE,chr22
DNAJC18,DnaJ heat shock protein family (Hsp40) member C18,Up,202052,0.08500582978863859,0.32943048742392683,1,1064405,43153,A_32_P149246,TRUE,chr5
RPGRIP1L,RPGRIP1 like,Up,23322,0.08510187548731779,0.3296649386898209,1,1014001,2872,A_32_P123966,FALSE,chr16
GADD45B,growth arrest and DNA damage inducible beta,Up,4616,0.0851339102141316,0.3296649386898209,1,1053944,37485,A_24_P239606,FALSE,chr19
SCAND2P,SCAN domain containing 2 pseudogene,Down,54581,0.08519800892043704,0.3296649386898209,1,1020064,7655,A_23_P205875,FALSE,chr15
EIF3J-DT,EIF3J divergent transcript,Up,645212,0.08519800892043704,0.3296649386898209,1,1017906,5928,A_32_P22501,FALSE,chr15
DAW1,dynein assembly factor with WD repeats 1,Up,164781,0.08526214664342037,0.3297856842360802,1,1033861,19562,A_23_P28466,FALSE,chr2
PPFIBP2,PPFIA binding protein 2,Down,8495,0.08535842641857294,0.33002094400856796,1,1023261,10271,A_23_P409623,FALSE,chr11
PDK2,pyruvate dehydrogenase kinase 2,Up,5164,0.08542266175206377,0.33002094400856796,1,1053254,36865,A_23_P207517,FALSE,chr17
CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,Up,79094,0.08545478478535438,0.33002094400856796,1,1012640,1761,CUST_8849_PI416261804,FALSE,chr15
TMEM155,transmembrane protein 155,Up,132332,0.08545479406972406,0.33002094400856796,1,1035256,20841,A_23_P408195,FALSE,chr4
RFLNB,refilin B,Up,359845,0.08555124964995625,0.33012098041031784,1,1020415,7953,A_24_P299318,FALSE,chr17_KV766196v1_fix
PSMD3,"proteasome 26S subunit, non-ATPase 3",Up,5709,0.08558342105900414,0.33012098041031784,1,1052529,36259,A_24_P289726,FALSE,chr17
SPAG7,sperm associated antigen 7,Up,9552,0.08558342105900414,0.33012098041031784,1,1048452,32867,A_23_P218412,FALSE,chr17
SDAD1,SDA1 domain containing 1,Up,55153,0.08564779321235132,0.33012098041031784,1,1042237,46484,CUST_4328_PI416261804,FALSE,chr4
KLHL32,kelch like family member 32,Down,114792,0.08567999396058251,0.33012098041031784,1,1036244,21745,CUST_974_PI416261804,FALSE,chr6
LAMB1,laminin subunit beta 1,Up,3912,0.08571220449247333,0.33012098041031784,1,1054637,38060,A_23_P94030,FALSE,chr7
KIAA1522,KIAA1522,Down,57648,0.08571220449247333,0.33012098041031784,1,1024510,11369,A_23_P410965,FALSE,chr1
TMED7,transmembrane p24 trafficking protein 7,Down,51014,0.08574442480998969,0.33012098041031784,1,1043885,28740,A_24_P331727,FALSE,chr5
TTYH3,tweety family member 3,Up,80727,0.08600253986854349,0.33098748433650826,1,1038469,23817,A_23_P331895,FALSE,chr7
CEP350,centrosomal protein 350,Down,9857,0.0860671666270461,0.3311089537469226,1,1048093,32558,CUST_5232_PI416261804,FALSE,chr1
CRIM1-DT,CRIM1 divergent transcript,Up,100288911,0.08613183261454674,0.3312304807227615,1,1010459,143,A_32_P206839,FALSE,chr2
RBPMS,"RNA binding protein, mRNA processing factor",Up,11030,0.08619653784677095,0.33135206525818206,1,1023061,10086,A_23_P71316,FALSE,chr8
TDRD1,tudor domain containing 1,Down,56165,0.08626124457081571,0.3314735622149457,1,1041305,26391,CUST_1129_PI416379584,FALSE,chr10
NAA11,"N(alpha)-acetyltransferase 11, NatA catalytic subunit",Up,84779,0.08635847272619494,0.33171180166360764,1,1019050,6851,A_23_P155890,FALSE,chr4
HOMER1,homer scaffold protein 1,Up,9456,0.08639088916903845,0.33171180166360764,1,1048570,32976,A_23_P41917,FALSE,chr5
ANKRD6,ankyrin repeat domain 6,Up,22881,0.08642331543878785,0.33171180166360764,1,1040732,25902,A_23_P70297,TRUE,chr6
TGFB1,transforming growth factor beta 1,Up,7040,0.08645574219512842,0.33171180166360764,1,1025320,12059,CUST_651_PI416408490,FALSE,chr19
C1orf43,chromosome 1 open reading frame 43,Up,25912,0.08678065354395463,0.3328308941360252,1,1045222,29957,A_23_P63243,FALSE,chr1
BBS7,Bardet-Biedl syndrome 7,Down,55212,0.08691089005026507,0.33320277678535776,1,1023965,10882,A_23_P252913,FALSE,chr4
CDH12,cadherin 12,Up,1010,0.08710654059960367,0.33381979717213695,1,1058384,46669,A_32_P10936,FALSE,chr5
ARPC4,actin related protein 2/3 complex subunit 4,Up,10093,0.08717183638956842,0.33381979717213695,1,1047850,32332,A_24_P20383,FALSE,chr3
PDCD4,programmed cell death 4,Down,27250,0.08717183638956842,0.33381979717213695,1,1027648,14073,A_23_P258862,FALSE,chr10
CNOT6L,CCR4-NOT transcription complex subunit 6 like,Down,246175,0.08723717167582727,0.3339422924930177,1,1033005,45215,A_24_P291680,FALSE,chr4
PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel",Down,9033,0.08743341466956907,0.33443782066503613,1,1049060,33405,A_23_P12554,FALSE,chr10
ACTN2,actinin alpha 2,Up,88,0.08743341466956907,0.33443782066503613,1,1059427,41931,CUST_14660_PI416261804,FALSE,chr1
CFAP61,cilia and flagella associated protein 61,Up,26074,0.08769562589632944,0.33518224601084207,1,1045057,29800,A_32_P4262,FALSE,chr20
RAB12,"RAB12, member RAS oncogene family",Up,201475,0.08769562589632944,0.33518224601084207,1,1023903,10826,CUST_4196_PI416261804,FALSE,chr18
TEKT2,tektin 2,Up,27285,0.08772844685384631,0.33518224601084207,1,1044533,29325,A_23_P45955,FALSE,chr1
EXO5,exonuclease 5,Up,64789,0.08782696917911187,0.33543069006850734,1,1039711,24964,A_23_P193,FALSE,chr1
RIN1,Ras and Rab interactor 1,Up,9610,0.08799137134814561,0.3359280317752773,1,1048360,32794,A_23_P64102,FALSE,chr11
ALOX5AP,arachidonate 5-lipoxygenase activating protein,Up,241,0.08802428154367162,0.3359280317752773,1,1059248,41772,A_23_P2793,FALSE,chr13
MTREX,Mtr4 exosome RNA helicase,Down,23517,0.0881230716890479,0.33617692948347644,1,1045619,30319,A_23_P110661,FALSE,chr5
PLCE1,phospholipase C epsilon 1,Up,51196,0.08818898143794082,0.33628681958897594,1,1043655,28544,CUST_16717_PI416261804,FALSE,chr10
SLC7A7,solute carrier family 7 member 7,Up,9056,0.08822160001999008,0.33628681958897594,1,1016560,4902,A_23_P99642,FALSE,chr14
PGAM1,phosphoglycerate mutase 1,Up,5223,0.08828792057852898,0.33628681958897594,1,1053153,36789,A_32_P45738,FALSE,chr10
DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B,Up,9149,0.08832092017118162,0.33628681958897594,1,1048921,33276,A_23_P90296,FALSE,chr19_KN196484v1_fix
RPH3A,rabphilin 3A,Down,22895,0.08835392970666947,0.33628681958897594,1,1012011,1267,A_23_P76234,FALSE,chr12
CD44,CD44 molecule (Indian blood group),Up,960,0.08835392970666947,0.33628681958897594,1,1030258,16361,A_23_P24870,FALSE,chr11
NFKBIA,NFKB inhibitor alpha,Down,4792,0.08838694918695672,0.33628681958897594,1,1053728,37285,A_23_P106002,FALSE,chr14
APEH,acylaminoacyl-peptide hydrolase,Up,327,0.08855219582912578,0.3367875765411567,1,1059163,41695,A_23_P41143,FALSE,chr3
PCP4L1,Purkinje cell protein 4 like 1,Up,654790,0.0886845723495795,0.3371629869053489,1,1016641,4961,A_32_P214665,FALSE,chr1
WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",Down,117166,0.08891661496687647,0.33791688132003833,1,1035978,21501,A_23_P163666,FALSE,chr16
ZCCHC3,zinc finger CCHC-type containing 3,Down,85364,0.08908265899978692,0.3382911441880418,1,1037091,22531,A_24_P399694,FALSE,chr20
DGCR5,DiGeorge syndrome critical region gene 5,Up,26220,0.08908265899978692,0.3382911441880418,1,1022266,9469,A_23_P29118,FALSE,chr22
NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,Up,378884,0.08921567399837489,0.3385280835771839,1,1031539,17474,CUST_1197_PI416379584,FALSE,chr6
TSPO,translocator protein,Up,706,0.08921567399837489,0.3385280835771839,1,1027316,13764,A_24_P134526,FALSE,chr22
FCGR3A,Fc fragment of IgG receptor IIIa,Up,2214,0.08928224146494954,0.3385280835771839,1,1057036,39862,A_23_P200728,FALSE,chr1
RPH3AL,rabphilin 3A like (without C2 domains),Up,9501,0.08938216766808522,0.3385280835771839,1,1048511,32919,A_23_P94819,FALSE,chr17
TRABD,TraB domain containing,Down,80305,0.08938216766808522,0.3385280835771839,1,1038534,23878,A_24_P684721,FALSE,chr22
ZBBX,zinc finger B-box domain containing,Down,79740,0.08938216766808522,0.3385280835771839,1,1039005,24317,A_23_P61031,FALSE,chr3
PYGL,glycogen phosphorylase L,Up,5836,0.08941549641118947,0.3385280835771839,1,1052394,36139,CUST_16608_PI416261804,FALSE,chr14
HSPA8,heat shock protein family A (Hsp70) member 8,Up,3312,0.08941549641118947,0.3385280835771839,1,1030130,16247,A_23_P24594,FALSE,chr11
FHOD1,formin homology 2 domain containing 1,Up,29109,0.0896824867957615,0.33940879465883467,1,1044288,29107,A_23_P37778,FALSE,chr16
PSMC2,"proteasome 26S subunit, ATPase 2",Up,5701,0.089715905678244,0.33940879465883467,1,1052542,36270,A_23_P304287,FALSE,chr7
KDSR,3-ketodihydrosphingosine reductase,Down,2531,0.08981622248534647,0.33953007937690965,1,1056841,39695,A_23_P38770,FALSE,chr18
ZC3H12C,zinc finger CCCH-type containing 12C,Down,85463,0.08984968148080792,0.33953007937690965,1,1015447,4075,CUST_5684_PI416261804,FALSE,chr11
ACVR1,activin A receptor type 1,Down,90,0.08984968148080792,0.33953007937690965,1,1013355,2335,CUST_16199_PI416261804,FALSE,chr2
ELP1,elongator complex protein 1,Down,8518,0.08991662957314718,0.3396532761692826,1,1049614,33903,A_23_P169189,FALSE,chr9
VAT1,vesicle amine transport 1,Up,10493,0.08995011867395021,0.3396532761692826,1,1047335,31866,A_23_P26954,FALSE,chr17
BIRC3,baculoviral IAP repeat containing 3,Up,330,0.09015126416726821,0.34028449278968104,1,1026587,13187,A_23_P98350,FALSE,chr11
DRD1,dopamine receptor D1,Up,1812,0.09028556215290691,0.3406630065558439,1,1022735,9854,CUST_1385_PI417557136,FALSE,chr5
ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase",Down,85365,0.09042002107712815,0.3410387398033488,1,1037089,22529,CUST_11447_PI416261804,FALSE,chr9
RUSC2,RUN and SH3 domain containing 2,Up,9853,0.09045366096955199,0.3410387398033488,1,1012718,1830,CUST_7623_PI416261804,FALSE,chr9
RALA,RAS like proto-oncogene A,Down,5898,0.09048731093044715,0.3410387398033488,1,1052323,36074,CUST_3672_PI416261804,FALSE,chr7
THEMIS2,thymocyte selection associated family member 2,Down,9473,0.09062201149797586,0.34128808205720546,1,1060254,46047,A_23_P873,FALSE,chr1
C9orf64,chromosome 9 open reading frame 64,Down,84267,0.09065571183065374,0.34128808205720546,1,1037719,23110,CUST_5262_PI416261804,FALSE,chr9
TIFA,TRAF interacting protein with forkhead associated domain,Down,92610,0.09065571183065374,0.34128808205720546,1,1036569,22051,A_24_P350686,FALSE,chr4
PPP2R5B,protein phosphatase 2 regulatory subunit B'beta,Up,5526,0.09075687331798298,0.34153781016721385,1,1052765,36462,CUST_1849_PI416261804,FALSE,chr11
KCNN1,potassium calcium-activated channel subfamily N member 1,Up,3780,0.09079061398339638,0.34153781016721385,1,1054785,38190,A_23_P119573,FALSE,chr19
DST,dystonin,Down,667,0.0908243647368974,0.34153781016721385,1,1015504,4125,CUST_13125_PI416261804,FALSE,chr6
ANGPTL6,angiopoietin like 6,Up,83854,0.09092567754553965,0.34166095996678164,1,1038018,23393,CUST_11059_PI416261804,FALSE,chr19
ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",Up,51046,0.09095946867100459,0.34166095996678164,1,1043847,28705,A_32_P154021,FALSE,chr18
CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,Down,59285,0.09095946867100459,0.34166095996678164,1,1030987,16983,A_23_P501933,FALSE,chr19
CHD1,chromodomain helicase DNA binding protein 1,Down,1105,0.09109473417141703,0.3420407454040383,1,1058279,40897,CUST_1717_PI416261804,FALSE,chr5
CHSY1,chondroitin sulfate synthase 1,Down,22856,0.09116242754821031,0.3421654709826805,1,1046251,30902,A_23_P37484,FALSE,chr15
SMAD3,SMAD family member 3,Up,4088,0.09119628940011727,0.3421654709826805,1,1067674,46148,A_23_P359091,FALSE,chr15
ADRA1D,adrenoceptor alpha 1D,Up,146,0.09133183794356729,0.34228829937789657,1,1059356,41869,CUST_64_PI416408490,FALSE,chr20
SNAP47,synaptosome associated protein 47,Up,116841,0.09136575037318928,0.34228829937789657,1,1036014,21533,CUST_11820_PI416261804,FALSE,chr1
SCAI,suppressor of cancer cell invasion,Down,286205,0.09136575037318928,0.34228829937789657,1,1020828,8313,A_23_P325625,FALSE,chr9
PHTF2,putative homeodomain transcription factor 2,Down,57157,0.09136575037318928,0.34228829937789657,1,1068615,47443,A_23_P31563,FALSE,chr7
NEB,nebulin,Up,4703,0.09150141652611679,0.3425405735603401,1,1053831,37383,A_23_P146783,FALSE,chr2
CD58,CD58 molecule,Up,965,0.09150150132553524,0.3425405735603401,1,1017444,5575,A_23_P138308,FALSE,chr1
PMFBP1,polyamine modulated factor 1 binding protein 1,Up,83449,0.09156943756947047,0.34266679664449823,1,1011609,968,CUST_10214_PI416261804,FALSE,chr16
SPX,spexin hormone,Down,80763,0.09197790676974714,0.34406582770069116,1,1038445,23793,CUST_15484_PI416261804,FALSE,chr12
SGSM2,small G protein signaling modulator 2,Up,9905,0.09201201184166675,0.34406582770069116,1,1017829,5876,A_24_P92256,FALSE,chr17
DPYSL3,dihydropyrimidinase like 3,Up,1809,0.0921485337356283,0.34444434438804516,1,1057549,40267,A_24_P149036,FALSE,chr5
STON1,stonin 1,Down,11037,0.092216855673813,0.34444434438804516,1,1046670,31288,A_23_P302005,FALSE,chr2
GET3,"guided entry of tail-anchored proteins factor 3, ATPase",Up,439,0.092216855673813,0.34444434438804516,1,1059029,41575,A_23_P27627,FALSE,chr19
ADAT2,adenosine deaminase tRNA specific 2,Down,134637,0.09228521829370134,0.34444434438804516,1,1035162,20757,A_24_P186204,FALSE,chr6
LRRC27,leucine rich repeat containing 27,Up,80313,0.09228521829370134,0.34444434438804516,1,1020809,8296,CUST_910_PI416573500,FALSE,chr10
VPS26B,"VPS26, retromer complex component B",Up,112936,0.09235362161096815,0.34457050841700937,1,1036359,21855,A_24_P107336,FALSE,chr11
MANEAL,mannosidase endo-alpha like,Up,149175,0.09238783853601659,0.34457050841700937,1,1018043,6041,A_23_P391228,FALSE,chr1
PODXL,podocalyxin like,Up,5420,0.09249055040033173,0.344696826091895,1,1052915,36583,A_23_P215060,FALSE,chr7
SELPLG,selectin P ligand,Up,6404,0.09249055040033173,0.344696826091895,1,1051695,35624,A_23_P64860,FALSE,chr12
CAMKMT,calmodulin-lysine N-methyltransferase,Down,79823,0.09255907590377375,0.3448238787575857,1,1038909,24226,CUST_6194_PI416261804,FALSE,chr2
SLC27A2,solute carrier family 27 member 2,Up,11001,0.09262764216728465,0.3449504360809947,1,1017591,5685,A_23_P140450,FALSE,chr15
PHF21B,PHD finger protein 21B,Down,112885,0.09266194058896303,0.3449504360809947,1,1016556,4900,A_24_P113572,FALSE,chr22
PYCARD,PYD and CARD domain containing,Up,29108,0.09273056802195905,0.3450776321709022,1,1044291,29110,A_23_P26629,FALSE,chr16
GPC4,glypican 4,Up,2239,0.09303989658728087,0.34558509454426567,1,1057017,39845,A_23_P435407,FALSE,chrX
PDIA5,protein disulfide isomerase family A member 5,Down,10954,0.09307431748894217,0.34558509454426567,1,1046765,31372,A_23_P167040,FALSE,chr3
TRIM39,tripartite motif containing 39,Down,56658,0.09307431748894217,0.34558509454426567,1,1030640,16674,A_24_P89413,FALSE,chr6_GL000251v2_alt
EGR2,early growth response 2,Down,1959,0.09307431748894217,0.34558509454426567,1,1016134,4578,A_23_P46936,FALSE,chr10
GPI,glucose-6-phosphate isomerase,Up,2821,0.09310874860999739,0.34558509454426567,1,1056274,39265,A_24_P108451,FALSE,chr19
FUBP1,far upstream element binding protein 1,Up,8880,0.09321210330910637,0.34558509454426567,1,1049212,33541,CUST_14242_PI416261804,FALSE,chr1
SH2D1B,SH2 domain containing 1B,Up,117157,0.09321210330910637,0.34558509454426567,1,1035982,21505,A_23_P351148,FALSE,chr1
ZNF621,zinc finger protein 621,Down,285268,0.09321210330910637,0.34558509454426567,1,1020810,8297,A_24_P340800,FALSE,chr3
GABRB1,gamma-aminobutyric acid type A receptor beta1 subunit,Up,2560,0.09321210330910637,0.34558509454426567,1,1056611,39536,A_23_P125435,FALSE,chr4
TIPARP,TCDD inducible poly(ADP-ribose) polymerase,Down,25976,0.09324657532731676,0.34558509454426567,1,1045143,29882,A_23_P143845,FALSE,chr3
AUNIP,aurora kinase A and ninein interacting protein,Down,79000,0.09324657532731676,0.34558509454426567,1,1039460,24741,A_23_P160537,FALSE,chr1
HLA-DPB1,"major histocompatibility complex, class II, DP beta 1",Up,3115,0.09328105757471042,0.34558509454426567,1,1055663,38888,A_23_P258769,FALSE,chr6_GL000255v2_alt
TRMT1L,tRNA methyltransferase 1 like,Down,81627,0.09335005276487864,0.34571280635632196,1,1038275,23630,A_24_P190877,FALSE,chr1
CYBA,cytochrome b-245 alpha chain,Up,1535,0.09352271988803976,0.3459685752651111,1,1057813,40506,CUST_176_PI417507815,FALSE,chr16
HCN3,hyperpolarization activated cyclic nucleotide gated potassium channel 3,Up,57657,0.09352271988803976,0.3459685752651111,1,1024514,11373,A_23_P34827,TRUE,chr1_GL383519v1_alt
FEN1,flap structure-specific endonuclease 1,Up,2237,0.09359185843750609,0.3459685752651111,1,1057019,47098,A_24_P84898,FALSE,chr11
S100A16,S100 calcium binding protein A16,Up,140576,0.09359185843750609,0.3459685752651111,1,1034981,20588,A_23_P147918,FALSE,chr1
FBXW7,F-box and WD repeat domain containing 7,Down,55294,0.09359185843750609,0.3459685752651111,1,1024188,11091,A_23_P81153,FALSE,chr4
NAT8L,N-acetyltransferase 8 like,Down,339983,0.09366103798200333,0.34609654404124773,1,1031991,17888,A_24_P91991,FALSE,chr4
RPLP1,ribosomal protein lateral stalk subunit P1,Up,6176,0.09373025853718807,0.3460969059702807,1,1051987,35845,A_23_P37445,FALSE,chr15
USF2,"upstream transcription factor 2, c-fos interacting",Down,7392,0.09373025853718807,0.3460969059702807,1,1030745,16762,A_23_P153783,FALSE,chr19
SEC63,"SEC63 homolog, protein translocation regulator",Up,11231,0.09379952011871609,0.34622498874634094,1,1046440,31076,A_23_P214977,FALSE,chr6
STAG2,stromal antigen 2,Down,10735,0.09390348944964597,0.34648104029062443,1,1047023,31595,A_24_P66125,FALSE,chrX
ZNF136,zinc finger protein 136,Down,7695,0.09400755117790134,0.34660957934296904,1,1050197,34431,A_23_P147121,FALSE,chr19
NKX6-3,NK6 homeobox 3,Down,157848,0.09400755117790134,0.34660957934296904,1,1071077,44480,A_23_P402804,TRUE,chr8
NVL,nuclear VCP like,Down,4931,0.09418119286252445,0.3469942845199852,1,1029770,15910,A_23_P96990,FALSE,chr1
DPY19L1P1,DPY19L1 pseudogene 1,Down,100129460,0.09418119286252445,0.3469942845199852,1,1061303,42349,A_24_P652033,FALSE,chr7
TJP1,tight junction protein 1,Down,7082,0.09421595203768521,0.34699468323110694,1,1023100,10122,A_24_P193435,FALSE,chr15
SLC12A5,solute carrier family 12 member 5,Down,57468,0.0942855012418916,0.3471231652339347,1,1019758,7400,A_23_P355377,FALSE,chr20
PTPMT1,protein tyrosine phosphatase mitochondrial 1,Up,114971,0.09442472312060947,0.34750796667761236,1,1014125,2980,A_24_P372562,FALSE,chr11
MAP3K6,mitogen-activated protein kinase kinase kinase 6,Down,9064,0.09449439582641318,0.3476366200608749,1,1049027,33376,A_24_P145653,FALSE,chr1
PENK,proenkephalin,Up,5179,0.09459898213717546,0.3478935758801598,1,1010876,444,CUST_15_PI416558187,FALSE,chr8
PERM1,"PPARGC1 and ESRR induced regulator, muscle 1",Up,84808,0.09477349879095404,0.3482795658321518,1,1031242,17210,A_24_P316904,TRUE,chr1
